name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"14.6689,121.0277",2025-01-21T02:00:00,25.1,25.1,22.3,84.18,0,0,,0,0,11.5,0.4,92,1010,52.9,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-21T03:00:00,26.2,26.2,23.8,86.96,0,0,,0,0,11.5,4.5,16,1012.2,72.8,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T04:00:00,26.2,26.2,23.3,84.35,0,0,,0,0,12.6,6.4,62,1012.4,75.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T05:00:00,24,24,21.8,87.39,0,0,,0,0,14.8,0.4,102,1010.3,39,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-21T06:00:00,25,25,23.4,90.98,0,0,,0,0,16.6,10.4,17,1012.7,27.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T07:00:00,25.5,25.5,23.2,86.91,0,0,,0,0,17.6,15.1,17,1013.2,30.1,12.1,37,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T08:00:00,25.6,25.6,23.8,89.66,0,0,,0,0,18.4,3.7,298,1012.1,40.8,8.2,129,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-21T09:00:00,27.7,30.7,23,75.68,0,0,,0,0,23.4,17.3,28,1014.2,32.6,12.1,354,1.3,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T10:00:00,27.7,31.1,23.5,77.88,0,0,,0,0,28.4,19.7,57,1014.2,49.5,12.1,317,1.1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T11:00:00,30.6,34.1,22,59.83,0,0,,0,0,28.8,7.3,122,1011.6,59.3,8.2,432,1.6,4,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-21T12:00:00,30,33.6,22.3,63.33,0,0,,0,0,28.8,20.5,112,1013.4,48.2,12.1,436,1.6,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T13:00:00,30,33.6,22.3,63.33,0,0,,0,0,31.7,25.5,109,1012.1,50.8,12.1,180,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T14:00:00,31.1,35.3,22.7,61.08,0,0,,0,0,28.8,4.5,156,1008.8,77.3,8.2,198,0.7,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-21T15:00:00,29.8,33.2,22.1,63.21,0,0,,0,0,37.1,27.4,114,1011,55.3,12.1,46,0.2,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T16:00:00,28.3,31.1,22.1,69,0,0,,0,0,32.8,28.1,108,1011,37.9,12.1,42,0.2,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T17:00:00,29.7,33.9,23.1,67.67,0,0,,0,0,36,4.6,28,1008.8,96.4,8.2,29,0.1,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-21T18:00:00,28,31.2,22.9,74.08,0,0,,0,0,29.2,14.6,109,1010,28.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T19:00:00,25.9,25.9,21.9,78.73,0,0,,0,0,27.7,11.9,110,1011.3,28.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T20:00:00,25.9,25.9,21.4,76.11,0,0,,0,0,26.6,1.3,97,1011.3,94.5,7.3,0,0,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-21T21:00:00,24.8,24.8,20.9,78.78,0,0,,0,0,27.4,12.6,94,1014.2,28.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T22:00:00,25.1,25.1,21.1,78.81,0,0,,0,0,24.5,13.5,100,1014.2,28.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T23:00:00,25.9,25.9,21.2,75.36,0,0,,0,0,43.2,4.3,109,1012.1,41,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-22T00:00:00,26.9,29.1,22,74.35,0,0,,0,0,20.9,13.2,77,1014.6,57.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T01:00:00,26.9,29,21.8,73.35,0,0,,0,0,20.5,11.2,87,1013.6,47.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T02:00:00,24.5,24.5,21.4,82.7,0,0,,0,0,20.9,0.9,92,1011,40.5,7.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-22T03:00:00,26.9,29.5,23,79.26,0,0,,0,0,23,8,50,1013,50.8,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T04:00:00,26.1,26.1,23.8,86.96,0,0,,0,0,23.4,10.4,79,1012.9,50.8,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T05:00:00,23.8,23.8,21.6,87.62,0,0,,0,0,22,0.5,72,1011.1,12.3,7.2,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-22T06:00:00,25,25,22.6,86.64,0,0,,0,0,20.5,5.7,174,1013.8,35,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T07:00:00,25.3,25.3,22.9,86.78,0,0,,0,0,20.2,5.8,46,1013.4,29.7,12.1,25,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T08:00:00,25.1,25.1,22.5,85.55,0,0,,0,0,18.4,4.1,268,1013.1,30.2,8.2,71,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-22T09:00:00,27.7,30.3,22.2,72.14,0,0,,0,0,25.9,16.1,46,1014.1,21.6,12.1,199,0.7,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T10:00:00,28.7,31.5,21.9,66.94,0,0,,0,0,29.9,17.3,128,1014.6,27.4,12.1,217,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T11:00:00,29.9,32.6,21.2,59.87,0,0,,0,0,29.9,7.8,51,1013,59.2,8.2,458,1.6,5,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-22T12:00:00,27.9,30.6,22,70.01,0,0,,0,0,33.5,18.3,336,1013.5,88,12.1,127,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T13:00:00,29.5,32.5,21.8,63.22,0,0,,0,0,33.5,25.8,130,1012.8,48.2,12.1,49,0.2,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T14:00:00,29.4,32.8,22.3,65.62,0,0,,0,0,34.2,4.8,333,1010.6,76.2,7.3,129,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-22T15:00:00,29.7,33.5,22.8,66.37,0,0,,0,0,34.2,23.3,136,1011.8,48.2,12.1,135,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T16:00:00,28.9,31.9,22,66.21,0,0,,0,0,42.5,25.8,121,1011.8,50,12.1,17,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T17:00:00,29.1,31.5,21.1,62.19,0,0,,0,0,36.7,8.1,155,1010.9,40.4,8.2,16,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-22T18:00:00,27.1,29.6,22.4,75.32,0,0,,0,0,25.2,15.1,132,1012.8,29.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T19:00:00,26.4,26.4,21.6,75.28,0,0,,0,0,24.5,14.5,58,1013.8,32.2,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T20:00:00,25.7,25.7,20.9,74.82,0,0,,0,0,36,4.4,250,1012.4,10.8,8.2,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-22T21:00:00,26.5,26.5,21.8,75.49,0,0,,0,0,20.5,11.4,66,1014.8,24.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T22:00:00,26.7,28.6,21.6,73.39,0,0,,0,0,17.3,10.2,76,1015,37.5,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-22T23:00:00,25.2,25.2,20.8,76.75,0,0,,0,0,14.4,0.7,85,1012.6,10.8,7.3,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-23T00:00:00,25.9,25.9,20.8,73.26,0,0,,0,0,15.8,9.9,293,1014.4,37.5,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T01:00:00,25.9,25.9,21.1,74.63,0,0,,0,0,17.6,10.9,83,1014.2,37.5,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T02:00:00,25.7,25.7,20.4,72.56,0,0,,0,0,19.8,11.7,64,1013.4,35,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T03:00:00,25,25,20.3,75.24,0,0,,0,0,17.6,12.6,12,1014.5,29.5,13.4,0,0,0,,Partially cloudy,partly-cloudy-night,"C6CX3,RPLL,E0758"
"14.6689,121.0277",2025-01-23T04:00:00,25.4,25.4,20.2,73.08,0,0,,0,0,16.6,8.3,51,1013,29.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T05:00:00,23.2,23.2,20.5,84.71,0,0,,0,0,18,0.6,303,1011.1,10.7,7.3,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-23T06:00:00,25.9,25.9,22.8,82.9,0,0,,0,0,18,6.7,293,1013,21.6,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T07:00:00,25.2,25.2,22,82.81,0,0,,0,0,19.8,10.3,283,1013.8,29.7,12.1,27,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T08:00:00,24.3,24.3,21.4,83.61,0,0,,0,0,21.2,3.7,14,1013,10.7,8.2,61,0.2,1,,Clear,clear-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-23T09:00:00,28.3,31.6,22.8,72.08,0,0,,0,0,23,10.1,350,1014.8,21.6,12.1,361,1.3,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T10:00:00,28.3,31.2,22.1,69,0,0,,0,0,30.2,15.1,299,1014.8,27.4,12.1,456,1.6,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T11:00:00,30.2,32.3,20.3,55.46,0,0,,0,0,30.6,7.6,77,1012.7,50.9,8.2,303,1.1,3,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-23T12:00:00,29.2,32.2,22,65.43,0,0,,0,0,27,15.4,303,1014,49.5,12.1,345,1.2,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T13:00:00,29.2,31.9,21.5,63.34,0,0,,0,0,29.5,15.7,329,1013,77.4,12.1,360,1.3,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T14:00:00,30.8,33.4,20.8,55.36,0,0,,0,0,25.2,7.9,35,1010.1,88.1,8.3,154,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,98430099999,E0758"
"14.6689,121.0277",2025-01-23T15:00:00,29.9,32.8,21.5,60.6,0,0,,0,0,27.4,13.8,102,1011,77,12.1,112,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T16:00:00,29.2,32.4,22.3,66.54,0,0,,0,0,25.9,16.2,97,1011,79.9,12.1,84,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T17:00:00,30,34.5,23.3,67.44,0,0,,0,0,23,7.9,156,1009.6,61.5,8.2,32,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-23T18:00:00,27.6,30.9,23.6,78.78,0,0,,0,0,18.7,22.7,103,1011.5,79.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T19:00:00,27.6,31.4,24.3,82.33,0,0,,0,0,16.2,31,116,1013.1,50,13.4,0,0,0,,Partially cloudy,partly-cloudy-night,"C6CX3,RPLL,E0758"
"14.6689,121.0277",2025-01-23T20:00:00,26.8,29,22.2,75.63,0,0,,0,0,14.4,1.1,107,1011.4,75.4,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-23T21:00:00,27,30,23.8,82.73,0,0,,0,0,13.7,25.5,120,1013.5,35.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T22:00:00,27.2,29.8,22.8,76.91,0,0,,0,0,12.6,19.2,121,1013.5,38.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-23T23:00:00,24.3,24.3,21.5,84.01,0,0,,0,0,11.9,0.7,118,1011.5,29.3,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-24T00:00:00,27.2,29.9,22.9,77.61,0,0,,0,0,12.6,20,104,1012.5,38.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T01:00:00,26.4,26.4,22.9,81.19,0,0,,0,0,14,19.2,64,1012.3,38.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T02:00:00,23.4,23.4,21.2,87.57,0,0,,0,0,15.1,0.4,55,1010.2,10.7,8.2,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-24T03:00:00,26.4,26.4,22.4,78.72,0,0,,0,0,15.8,20.4,324,1010.3,38.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T04:00:00,26.4,26.4,22.4,78.71,0,0,,0,0,16.2,20.4,338,1010.1,40.3,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T05:00:00,26.6,26.6,24,85.53,0,0,,0,0,16.2,34.8,27,1010.4,79.4,13.4,0,0,0,,Partially cloudy,partly-cloudy-night,"C6CX3,RPLL,E0758"
"14.6689,121.0277",2025-01-24T06:00:00,26.4,26.4,23.2,82.85,0,0,,0,0,15.8,22.2,11,1010.7,35,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T07:00:00,26.2,26.2,23,82.93,0,0,,0,0,15.5,14.2,32,1011.5,52.4,12.1,37,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T08:00:00,26.1,26.1,21.9,77.61,0,0,,0,0,16.6,3.8,125,1011.8,87.2,8.2,71,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-24T09:00:00,28.3,31.6,22.8,72.17,0,0,,0,0,17.3,12.8,46,1012.5,44.3,11.4,325,1.2,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T10:00:00,29.9,33.9,22.9,66.31,0,0,,0,0,16.6,11.9,105,1012.3,49.5,11.4,379,1.4,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T11:00:00,30.4,33.7,21.9,60.6,0,0,,0,0,13.3,7.3,146,1011.3,79.4,8.1,248,0.9,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-24T12:00:00,29.9,34,23,66.41,0,0,,0,0,14,10.9,353,1010.7,88,9.8,482,1.7,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T13:00:00,30.7,34.7,22.6,62.26,0,0,,0,0,15.1,17.7,349,1009.9,58.1,10.6,450,1.6,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T14:00:00,31.2,35.6,22.9,61.34,0,0,,0,0,15.5,7.6,203,1008.4,96.4,7.2,272,1,3,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-24T15:00:00,30.7,34.8,22.6,62.19,0,0,,0,0,10.4,20,98,1008.7,37.9,12.1,204,0.7,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T16:00:00,30.7,39.3,26.5,78.43,0,0,,0,0,10.1,21.6,114,1008.7,37.9,12.1,91,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T17:00:00,30.9,35.3,22.9,62.34,0,0,,0,0,7.2,4.4,175,1008.3,85.9,7.3,34,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-24T18:00:00,28.6,32.7,23.8,75.55,0,0,,0,0,5,16.1,118,1009.1,51,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T19:00:00,28.6,33.4,24.6,79.2,0,0,,0,0,4.3,10.3,122,1011.7,22.8,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T20:00:00,28.2,31.4,22.9,73.24,0,0,,0,0,4,4.3,129,1010.5,85,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-24T21:00:00,27.8,31.4,23.8,79.18,0,0,,0,0,7.9,9,119,1012,22,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T22:00:00,27.9,32.5,24.8,83.13,0,0,,0,0,10.1,8,117,1011.1,21.6,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-24T23:00:00,25.3,25.3,22.6,84.91,0,0,,0,0,10.4,0.7,136,1010.5,48.3,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-25T00:00:00,27,30,24,83.67,0,0,,0,0,10.8,7.5,165,1010,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T01:00:00,26,26,24,88.76,0,0,,0,0,10.8,1.8,340,1010,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T02:00:00,24.2,24.2,21.7,86.2,0,0,,0,0,10.8,3.5,72,1009.9,10.6,8.2,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-25T03:00:00,26,26,24,88.76,0,0,,0,0,11.9,3.9,320,1009,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T04:00:00,27.2,31.5,25.7,91.23,0,0,,0,0,12.2,5.4,342,1009,29.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T05:00:00,23.1,23.1,21.5,91.08,0,0,,0,0,12.6,3.6,183,1009.5,12.1,8.2,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-25T06:00:00,27,30.9,25.5,91.22,0,0,,0,0,13,8.4,63,1010,33.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T07:00:00,27.4,32.2,25.9,91.25,0,0,,0,0,14,12.8,55,1010.5,22.8,18.5,25,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T08:00:00,25.2,25.2,21.8,81.22,0,0,,0,0,14.8,3.6,320,1011.5,10.6,8.2,65,0.2,1,,Clear,clear-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-25T09:00:00,27.7,31.9,24.6,83.11,0,0,,0,0,15.1,13.8,313,1012.1,22.8,11.4,360,1.3,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T10:00:00,27.8,31.5,23.9,79.71,0,0,,0,0,15.8,21.3,283,1011.5,28.9,11.4,266,1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T11:00:00,30.1,33.2,21.8,61.31,0,0,,0,0,16.2,7.7,13,1010.9,75.3,8.2,273,1,3,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-25T12:00:00,29.4,33.5,23.3,70.01,0,0,,0,0,14.8,20.6,308,1010.9,50.8,10.6,464,1.7,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T13:00:00,30.2,34.3,22.9,65.13,0,0,,0,0,27.7,20,308,1010.3,58.9,10.6,534,1.9,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T14:00:00,32.2,36.8,22.7,57.27,0,0,,0,0,12.6,7.7,329,1007.5,84.5,8.2,509,1.8,5,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-25T15:00:00,30.9,35.7,23.3,63.88,0,0,,0,0,13.3,17.9,47,1008.3,30.9,12.1,241,0.9,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T16:00:00,30.2,33.9,22.5,63.72,0,0,,0,0,12.6,17.7,311,1008.3,32.6,12.1,86,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
