name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"14.6689,121.0277",2025-01-01T00:00:00,27.9,32.6,24.9,83.78,0,0,,0,0,9,7.5,123,1011,89,9,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T01:00:00,25.1,25.1,24.2,94.82,0,0,,0,0,9,10.6,147,1011.4,99.7,8.3,0,0,0,,Overcast,cloudy,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T02:00:00,25.7,25.7,24.6,93.86,0.015,100,rain,0,0,11.2,0.2,18,1010.2,90.8,4.3,0,0,0,,"Rain, Overcast",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-01T03:00:00,26,26,24.9,94.09,0,0,,0,0,13.7,4.8,185,1011.8,99.7,11.4,0,0,0,,Overcast,cloudy,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T04:00:00,26.8,27.9,18.6,60.73,0,0,,0,0,14.4,2.1,52,1011.3,85.8,11.4,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T05:00:00,25.2,25.2,23.7,91.57,0,0,,0,0,14,3.3,58,1009.9,89,7.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-01T06:00:00,26,26,26,100,0,0,,0,0,12.6,1.8,8.4,1010,88.9,5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T07:00:00,26.6,26.6,25.8,95.34,0,0,,0,0,12.6,6.6,213,1012.8,39.4,15.4,25,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T08:00:00,26.1,26.1,24.4,90.39,0.393,100,rain,0,0,13,0.3,230,1011.6,89.5,7,80,0.3,1,,"Rain, Partially cloudy",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-01T09:00:00,28,33.4,25.9,88.65,0,0,,0,0,11.9,7.5,282,1012,89,6.1,195,0.7,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T10:00:00,28,32.7,24.9,83.54,0,0,,0,0,16.2,7.5,273,1011,89,6.1,164,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T11:00:00,27.9,32,24.2,80.14,0.015,100,rain,0,0,22.7,0.6,290,1011.2,90.5,7,189,0.7,2,,"Rain, Overcast",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-01T12:00:00,28,32.7,24.9,83.17,0,0,,0,0,33.5,10.9,30,1011.3,83.9,9.1,224,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T13:00:00,28.1,30.7,21.9,69.14,0,0,,0,0,32,9,255,1011.3,80.7,9.1,348,1.3,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T14:00:00,30,35.5,24.4,71.78,0,0,,0,0,15.1,4.1,249,1008.5,98.9,7.2,363,1.3,4,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-01T15:00:00,27.9,30.5,22,70.63,0,0,,0,0,23.8,15.8,88,1009.5,83.5,12.1,146,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T16:00:00,27.3,29.5,21.5,70.46,0,0,,0,0,18,18.6,88,1009.5,78.1,12.1,78,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T17:00:00,29.3,32.9,22.8,68.06,0,0,,0,0,18.7,7.8,155,1009.2,98.8,7.3,19,0.1,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-01T18:00:00,26.3,26.3,22,77.38,0,0,,0,0,13.3,15.4,89,1011.1,75.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T19:00:00,26.5,26.5,22.8,80.06,0,0,,0,0,14,15.4,98,1010.9,70.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T20:00:00,26.6,26.6,22.7,79.12,0,0,,0,0,14.8,1.1,117,1010.6,89.5,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-01T21:00:00,25.5,25.5,22.6,84.05,0,0,,0,0,11.9,11.2,92,1011.5,89,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T22:00:00,25.1,25.1,21.3,79.63,0,0,,0,0,11.2,8.1,89,1011.5,89,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-01T23:00:00,25.3,25.3,22.7,85.83,0,0,,0,0,13,4.2,205,1011.1,44.2,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-02T00:00:00,26.5,26.5,23.4,83.07,0,0,,0,0,13.3,6.6,115,1012.3,49.5,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T01:00:00,26.2,26.2,24.6,91.06,0,0,,0,0,16.9,5.1,76,1012.4,39.4,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T02:00:00,25.1,25.1,23.2,89.05,0,0,,0,0,18.7,3.8,43,1010,48.3,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-02T03:00:00,26,26,23,83.56,0,0,,0,0,12.6,3.4,273,1010.8,74.6,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T04:00:00,26,26,23.9,88.62,0,0,,0,0,11.5,5.4,273,1011.1,77.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T05:00:00,24.4,24.4,23.2,92.65,0,0,,0,0,10.8,0.3,227,1009.6,88.9,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-02T06:00:00,26.4,26.4,24.8,91.07,0,0,,0,0,10.1,6,312,1011.3,89,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T07:00:00,26.2,26.2,25.4,95.33,0,0,,0,0,12.6,3.2,121,1011.3,83.5,12.1,19,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T08:00:00,26.9,29.6,23.4,81.55,0,0,,0,0,17.6,3.6,57,1011.3,89.8,8.2,115,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-02T09:00:00,29,34.4,24.9,78.94,0,0,,0,0,18,3.6,310,1011,89,10,201,0.7,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T10:00:00,28.3,31.6,22.9,72.83,0,0,,0,0,20.2,9.5,18,1011.9,70.1,12.1,301,1.1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T11:00:00,30.7,35.5,23.4,65,0,0,,0,0,24.1,7.2,196,1010.7,89.7,8.2,169,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-02T12:00:00,29.8,33.4,22.5,64.72,0,0,,0,0,20.5,9.9,9,1011.5,79.9,12.1,425,1.5,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T13:00:00,32,37.9,23.9,62.53,0,0,,0,0,22.3,12.7,86,1010.8,75.4,12.1,304,1.1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T14:00:00,30.5,35.7,23.9,67.74,0,0,,0,0,22.7,4,46,1007.7,85.2,8.2,322,1.2,3,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-02T15:00:00,29.9,32.1,20.5,57.34,0,0,,0,0,16.9,11.2,340,1010.2,78.1,12.1,106,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T16:00:00,29.3,33,22.8,68.03,0,0,,0,0,18.7,10.8,102,1009.2,48.2,12.1,84,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T17:00:00,29.2,33.8,23.9,73.13,0,0,,0,0,16.9,7.4,5,1008,98.8,8.2,20,0.1,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-02T18:00:00,27.7,31.3,23.8,79.51,0,0,,0,0,10.8,10.2,98,1009.8,80.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T19:00:00,27.7,31,23.3,77.08,0,0,,0,0,9.4,8.6,83,1010.3,75.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T20:00:00,27.7,30.3,22.3,72.71,0,0,,0,0,10.8,4.2,121,1010.4,99,7.3,0,0,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-02T21:00:00,28,31.9,23.9,78.68,0,0,,0,0,10.8,7.5,151,1010.1,89,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T22:00:00,27.5,31.1,23.9,80.6,0,0,,0,0,10.8,8,113,1011.8,72.8,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-02T23:00:00,27.1,29.7,22.9,78.16,0,0,,0,0,11.2,4.1,10,1010.5,89.8,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-03T00:00:00,27.3,30.8,24.2,83.06,0,0,,0,0,9.4,5.8,102,1011.6,75.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T01:00:00,26.5,26.5,24.2,86.79,0,0,,0,0,9.7,3.2,349,1011.5,89,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T02:00:00,26.1,26.1,23.2,84.35,0,0,,0,0,9.7,3.7,64,1009.7,81.4,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-03T03:00:00,26.9,30,24,83.8,0,0,,0,0,10.8,11.8,183,1010.8,86,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T04:00:00,26,26,24,88.76,0,0,,0,0,10.4,9.8,77,1010.8,91.9,10,0,0,0,,Overcast,cloudy,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T05:00:00,25.6,25.6,23.8,89.85,0.061,100,rain,0,0,10.4,4.2,212,1009.8,100,8.1,0,0,0,,"Rain, Overcast",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-03T06:00:00,26.2,26.2,24.6,91.06,0,0,,0,0,10.8,10,119,1011.1,89,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T07:00:00,26,26,24.4,91.05,0,0,,0,0,11.9,6.7,219,1011.5,89.2,12.1,39,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T08:00:00,26.8,29.7,24.2,85.77,0.07,100,rain,0,0,13,0.5,115,1011,99.3,8.2,116,0.4,1,,"Rain, Overcast",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-03T09:00:00,25.9,25.9,23.8,88,0,0,,0,0,13.7,12.2,117,1012.9,93.9,13.6,220,0.8,2,,Overcast,cloudy,"98429099999,C6CX3,98327099999,E0758"
"14.6689,121.0277",2025-01-03T10:00:00,26.9,29.8,23.8,82.91,0,0,,0,0,13.7,8.2,135,1012.1,89.2,10,436,1.6,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T11:00:00,29.2,33.7,23.9,73.16,0,0,,0,0,13,7.1,27,1010.6,98.6,7.3,240,0.9,2,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-03T12:00:00,30,35.1,24,70.19,0,0,,0,0,14.8,11.2,85,1011.5,75.4,12.1,271,1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T13:00:00,28.3,31.4,22.5,70.99,0,0,,0,0,18.7,11.3,358,1010.7,80.7,10,377,1.4,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T14:00:00,30.2,35.7,24.3,71.11,0,0,,0,0,21.6,7.2,2,1007.7,98.6,7.3,306,1.1,3,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-03T15:00:00,28.9,32,22.2,67.41,0,0,,0,0,8.3,8.7,318,1009.4,86,12.1,148,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T16:00:00,28.9,32.3,22.7,69.28,0,0,,0,0,5.8,12.2,92,1009.4,83.6,12.1,98,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T17:00:00,29.2,34.8,25,78.43,0,0,,0,0,7.2,0.5,259,1007.9,89.1,7.3,19,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-03T18:00:00,27.3,30.3,23.4,79.55,0,0,,0,0,11.2,8.7,342,1010.2,48.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T19:00:00,27,29.9,23.4,80.82,0,0,,0,0,14.4,14.7,63,1010.4,33.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T20:00:00,27.2,31.1,25,87.94,0.036,100,rain,0,0,12.6,0.4,115,1010,88.5,7.3,0,0,0,,"Rain, Partially cloudy",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-03T21:00:00,26.4,26.4,23.4,83.51,0,0,,0,0,14.4,10.3,184,1013.3,22.8,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T22:00:00,25.8,25.8,23.5,86.93,0,0,,0,0,14.4,13.1,325,1012.3,75.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-03T23:00:00,24.8,24.8,23.6,93.06,0.189,100,rain,0,0,11.5,4.1,37,1010.9,90.2,7.2,0,0,0,,"Rain, Overcast",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-04T00:00:00,24.9,24.9,23.4,91.22,0,0,,0,0,9.7,8.8,340,1012.5,91.9,11.3,0,0,0,,Overcast,cloudy,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T01:00:00,24.1,24.1,23.3,95.14,0,0,,0,0,10.1,6.7,333,1011.8,91.2,11.4,0,0,0,,Overcast,cloudy,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T02:00:00,24.9,24.9,24.2,96.03,0.233,100,rain,0,0,10.8,0.3,338,1009.6,90.9,8.2,0,0,0,,"Rain, Overcast",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-04T03:00:00,24.7,24.7,22.8,89.35,0,0,,0,0,8.6,7.2,320,1011.4,92.1,12.1,0,0,0,,Overcast,cloudy,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T04:00:00,24.7,24.7,22.8,89.35,0,0,,0,0,10.4,8.3,303,1011,91.9,12.1,0,0,0,,Overcast,cloudy,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T05:00:00,24.7,24.7,24.2,96.92,0,0,,0,0,11.2,0,22,1009.4,89.8,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-04T06:00:00,24.5,24.5,22.6,89.33,0,0,,0,0,9.7,7.9,349,1011.5,80.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T07:00:00,24.5,24.5,23.1,92.04,0,0,,0,0,9.7,8.3,352,1011.8,78.1,12.1,42,0.2,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T08:00:00,25.4,25.4,24.2,92.8,0,0,,0,0,13,3.8,112,1011.2,89.2,8.2,92,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-04T09:00:00,26.8,29.5,23.7,83,0,0,,0,0,16.2,11.2,329,1012.5,89.2,17.7,307,1.1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T10:00:00,25.8,25.8,23,84.42,0,0,,0,0,19.4,12.6,118,1012.8,83.6,11.4,577,2.1,6,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T11:00:00,29.7,33.1,22.2,64.01,0,0,,0,0,20.5,3.8,129,1011,88.4,8.2,162,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-04T12:00:00,27.2,29.3,21.7,72.07,0,0,,0,0,20.5,12.2,82,1012.2,83.6,12.1,360,1.3,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T13:00:00,28,29.9,20.6,64.21,0,0,,0,0,20.2,15.3,121,1011.4,83.5,12.1,232,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T14:00:00,31,33.4,20.6,53.91,0,0,,0,0,22.3,10.9,154,1008.7,88.2,8.2,441,1.6,4,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-04T15:00:00,30.9,34.5,22,58.89,0,0,,0,0,31.7,18.7,78,1010.4,75.4,12.1,168,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T16:00:00,27.8,29.4,19.9,62.5,0,0,,0,0,29.5,18.3,96,1010,53.6,12.1,134,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T17:00:00,29.6,31.8,20.6,58.42,0,0,,0,0,27.7,7.3,101,1008.5,61.4,8.2,16,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-04T18:00:00,26,26,20.1,70.17,0,0,,0,0,25.6,11.9,342,1011.2,82.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T19:00:00,26,26,19,65.33,0,0,,0,0,25.6,17,71,1011.8,83.5,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T20:00:00,27.6,29.5,20.8,66.36,0,0,,0,0,27,10.8,129,1011.3,76.6,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-04T21:00:00,25.2,25.2,20,73.14,0,0,,0,0,28.4,19.9,334,1013.8,44,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T22:00:00,24.4,24.4,18.2,68.39,0,0,,0,0,29.9,17.3,76,1013.8,43.2,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-04T23:00:00,26.5,26.5,20.1,67.67,0,0,,0,0,32.4,7.1,99,1011.7,58.4,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-05T00:00:00,24.2,24.2,17.9,68.07,0,0,,0,0,32.4,14.5,320,1013,58.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-05T01:00:00,24.4,24.4,18.1,68.12,0,0,,0,0,31.7,14.2,323,1013,58.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-05T02:00:00,24.7,24.7,19.9,74.42,0,0,,0,0,29.9,7.1,33,1010.8,49.8,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-05T03:00:00,25.9,25.9,21,74.08,0,0,,0,0,29.5,3.7,320,1010.1,28.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-05T04:00:00,23.6,23.6,18,70.76,0,0,,0,0,32.8,12.6,278,1013,30.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-05T05:00:00,24.7,24.7,19.2,71.64,0,0,,0,0,46.8,4.1,34,1011,98.4,9.1,0,0,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-05T06:00:00,23.6,23.6,17.2,67.33,0,0,,0,0,44.6,8.8,320,1012.8,48.2,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-05T07:00:00,23.6,23.6,17.7,69.62,0,0,,0,0,44.3,15.3,241,1013.5,48.2,12.1,37,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-05T08:00:00,25.7,25.7,20.1,71.35,0,0,,0,0,38.5,4,328,1013.1,87.3,9.1,157,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-05T09:00:00,25.5,25.5,17.9,62.99,0,0,,0,0,34.9,23.9,58,1014.6,56.1,12.1,249,0.9,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-05T10:00:00,25.7,25.7,18.2,63.29,0,0,,0,0,37.4,18.3,334,1014.6,86,12.1,209,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-05T11:00:00,29.1,30.6,19.4,56.17,0,0,,0,0,38.5,4.5,152,1013,88.9,8.2,556,2,6,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-05T12:00:00,26.3,26.3,17.9,60.12,0,0,,0,0,37.8,18,68,1014,61.4,12.1,248,0.9,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-05T13:00:00,26.5,26.5,18.9,62.99,0,0,,0,0,38.2,16.7,78,1012.8,89,12.1,166,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-05T14:00:00,30,32.5,20.9,57.93,0,0,,0,0,36.7,7.4,72,1009.7,88.8,9.1,481,1.7,5,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
